country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Antigua and Barbuda,2005,female,25-34 years,0,7327,0.0,Antigua and Barbuda2005,,"1,022,191,296",12649,Generation X
Antigua and Barbuda,2005,female,55-74 years,0,4157,0.0,Antigua and Barbuda2005,,"1,022,191,296",12649,Silent
Antigua and Barbuda,2005,female,75+ years,0,1575,0.0,Antigua and Barbuda2005,,"1,022,191,296",12649,Silent
Antigua and Barbuda,2005,male,15-24 years,0,7113,0.0,Antigua and Barbuda2005,,"1,022,191,296",12649,Millenials
Antigua and Barbuda,2005,male,35-54 years,0,11778,0.0,Antigua and Barbuda2005,,"1,022,191,296",12649,Boomers
Antigua and Barbuda,2005,male,5-14 years,0,8358,0.0,Antigua and Barbuda2005,,"1,022,191,296",12649,Millenials
Antigua and Barbuda,2005,male,55-74 years,0,3748,0.0,Antigua and Barbuda2005,,"1,022,191,296",12649,Silent
Antigua and Barbuda,2005,male,75+ years,0,1110,0.0,Antigua and Barbuda2005,,"1,022,191,296",12649,Silent
Antigua and Barbuda,2006,female,15-24 years,0,7902,0.0,Antigua and Barbuda2006,,"1,157,005,444",14114,Millenials
Antigua and Barbuda,2006,female,25-34 years,0,7098,0.0,Antigua and Barbuda2006,,"1,157,005,444",14114,Generation X
Antigua and Barbuda,2006,female,35-54 years,0,13374,0.0,Antigua and Barbuda2006,,"1,157,005,444",14114,Boomers
Antigua and Barbuda,2006,female,5-14 years,0,8571,0.0,Antigua and Barbuda2006,,"1,157,005,444",14114,Millenials
Antigua and Barbuda,2006,female,75+ years,0,1573,0.0,Antigua and Barbuda2006,,"1,157,005,444",14114,Silent
Antigua and Barbuda,2006,male,15-24 years,0,7239,0.0,Antigua and Barbuda2006,,"1,157,005,444",14114,Millenials
Antigua and Barbuda,2006,male,25-34 years,0,6319,0.0,Antigua and Barbuda2006,,"1,157,005,444",14114,Generation X
Antigua and Barbuda,2006,male,5-14 years,0,8485,0.0,Antigua and Barbuda2006,,"1,157,005,444",14114,Millenials
Antigua and Barbuda,2006,male,55-74 years,0,3847,0.0,Antigua and Barbuda2006,,"1,157,005,444",14114,Silent
Antigua and Barbuda,2007,female,15-24 years,0,8013,0.0,Antigua and Barbuda2007,,"1,311,401,333",15775,Millenials
Antigua and Barbuda,2007,female,35-54 years,0,13860,0.0,Antigua and Barbuda2007,,"1,311,401,333",15775,Boomers
Antigua and Barbuda,2007,female,5-14 years,0,8555,0.0,Antigua and Barbuda2007,,"1,311,401,333",15775,Generation Z
Antigua and Barbuda,2007,female,55-74 years,0,4400,0.0,Antigua and Barbuda2007,,"1,311,401,333",15775,Silent
Antigua and Barbuda,2007,female,75+ years,0,1568,0.0,Antigua and Barbuda2007,,"1,311,401,333",15775,Silent
Antigua and Barbuda,2007,male,15-24 years,0,7330,0.0,Antigua and Barbuda2007,,"1,311,401,333",15775,Millenials
Antigua and Barbuda,2007,male,25-34 years,0,6267,0.0,Antigua and Barbuda2007,,"1,311,401,333",15775,Generation X
Antigua and Barbuda,2007,male,5-14 years,0,8564,0.0,Antigua and Barbuda2007,,"1,311,401,333",15775,Generation Z
Antigua and Barbuda,2007,male,55-74 years,0,3988,0.0,Antigua and Barbuda2007,,"1,311,401,333",15775,Silent
Antigua and Barbuda,2007,male,75+ years,0,1094,0.0,Antigua and Barbuda2007,,"1,311,401,333",15775,Silent
Antigua and Barbuda,2008,female,15-24 years,0,8108,0.0,Antigua and Barbuda2008,,"1,368,431,037",16238,Millenials
Antigua and Barbuda,2008,female,25-34 years,0,6910,0.0,Antigua and Barbuda2008,,"1,368,431,037",16238,Generation X
Antigua and Barbuda,2008,female,35-54 years,0,14278,0.0,Antigua and Barbuda2008,,"1,368,431,037",16238,Boomers
Antigua and Barbuda,2008,female,5-14 years,0,8537,0.0,Antigua and Barbuda2008,,"1,368,431,037",16238,Generation Z
Antigua and Barbuda,2008,female,55-74 years,0,4587,0.0,Antigua and Barbuda2008,,"1,368,431,037",16238,Silent
Antigua and Barbuda,2008,female,75+ years,0,1567,0.0,Antigua and Barbuda2008,,"1,368,431,037",16238,Silent
Antigua and Barbuda,2008,male,25-34 years,0,6274,0.0,Antigua and Barbuda2008,,"1,368,431,037",16238,Generation X
Antigua and Barbuda,2008,male,5-14 years,0,8599,0.0,Antigua and Barbuda2008,,"1,368,431,037",16238,Generation Z
Antigua and Barbuda,2009,female,15-24 years,0,8199,0.0,Antigua and Barbuda2009,,"1,224,253,000",14335,Millenials
Antigua and Barbuda,2009,female,35-54 years,0,14629,0.0,Antigua and Barbuda2009,,"1,224,253,000",14335,Boomers
Antigua and Barbuda,2009,female,55-74 years,0,4793,0.0,Antigua and Barbuda2009,,"1,224,253,000",14335,Silent
Antigua and Barbuda,2009,female,75+ years,0,1571,0.0,Antigua and Barbuda2009,,"1,224,253,000",14335,Silent
Antigua and Barbuda,2009,male,15-24 years,0,7489,0.0,Antigua and Barbuda2009,,"1,224,253,000",14335,Millenials
Antigua and Barbuda,2009,male,25-34 years,0,6325,0.0,Antigua and Barbuda2009,,"1,224,253,000",14335,Generation X
Antigua and Barbuda,2009,male,35-54 years,0,12978,0.0,Antigua and Barbuda2009,,"1,224,253,000",14335,Boomers
Antigua and Barbuda,2009,male,5-14 years,0,8599,0.0,Antigua and Barbuda2009,,"1,224,253,000",14335,Generation Z
Antigua and Barbuda,2009,male,55-74 years,0,4349,0.0,Antigua and Barbuda2009,,"1,224,253,000",14335,Silent
Antigua and Barbuda,2009,male,75+ years,0,1042,0.0,Antigua and Barbuda2009,,"1,224,253,000",14335,Silent
Antigua and Barbuda,2012,female,25-34 years,0,7215,0.0,Antigua and Barbuda2012,0.781,"1,211,411,704",13657,Millenials
Antigua and Barbuda,2012,female,5-14 years,0,8401,0.0,Antigua and Barbuda2012,0.781,"1,211,411,704",13657,Generation Z
Antigua and Barbuda,2012,female,75+ years,0,1625,0.0,Antigua and Barbuda2012,0.781,"1,211,411,704",13657,Silent
Antigua and Barbuda,2012,male,35-54 years,0,13280,0.0,Antigua and Barbuda2012,0.781,"1,211,411,704",13657,Generation X
Antigua and Barbuda,2012,male,5-14 years,0,8475,0.0,Antigua and Barbuda2012,0.781,"1,211,411,704",13657,Generation Z
Antigua and Barbuda,2012,male,55-74 years,0,4994,0.0,Antigua and Barbuda2012,0.781,"1,211,411,704",13657,Boomers
Antigua and Barbuda,2012,male,75+ years,0,1051,0.0,Antigua and Barbuda2012,0.781,"1,211,411,704",13657,Silent
Antigua and Barbuda,2013,female,15-24 years,0,8494,0.0,Antigua and Barbuda2013,0.781,"1,192,925,407",13287,Millenials
Antigua and Barbuda,2013,female,35-54 years,0,15236,0.0,Antigua and Barbuda2013,0.781,"1,192,925,407",13287,Generation X
Antigua and Barbuda,2013,female,5-14 years,0,8353,0.0,Antigua and Barbuda2013,0.781,"1,192,925,407",13287,Generation Z
Antigua and Barbuda,2013,female,55-74 years,0,5787,0.0,Antigua and Barbuda2013,0.781,"1,192,925,407",13287,Boomers
Antigua and Barbuda,2013,female,75+ years,0,1652,0.0,Antigua and Barbuda2013,0.781,"1,192,925,407",13287,Silent
Antigua and Barbuda,2013,male,15-24 years,0,8061,0.0,Antigua and Barbuda2013,0.781,"1,192,925,407",13287,Millenials
Antigua and Barbuda,2013,male,25-34 years,0,6782,0.0,Antigua and Barbuda2013,0.781,"1,192,925,407",13287,Millenials
Antigua and Barbuda,2013,male,35-54 years,0,13302,0.0,Antigua and Barbuda2013,0.781,"1,192,925,407",13287,Generation X
Antigua and Barbuda,2013,male,5-14 years,0,8405,0.0,Antigua and Barbuda2013,0.781,"1,192,925,407",13287,Generation Z
Antigua and Barbuda,2013,male,55-74 years,0,5238,0.0,Antigua and Barbuda2013,0.781,"1,192,925,407",13287,Boomers
Antigua and Barbuda,2013,male,75+ years,0,1072,0.0,Antigua and Barbuda2013,0.781,"1,192,925,407",13287,Silent
Antigua and Barbuda,2014,female,15-24 years,0,8537,0.0,Antigua and Barbuda2014,0.783,"1,280,133,333",14093,Millenials
Antigua and Barbuda,2014,female,35-54 years,0,15273,0.0,Antigua and Barbuda2014,0.783,"1,280,133,333",14093,Generation X
Antigua and Barbuda,2014,female,5-14 years,0,8296,0.0,Antigua and Barbuda2014,0.783,"1,280,133,333",14093,Generation Z
Antigua and Barbuda,2014,female,75+ years,0,1686,0.0,Antigua and Barbuda2014,0.783,"1,280,133,333",14093,Silent
Antigua and Barbuda,2014,male,15-24 years,0,8208,0.0,Antigua and Barbuda2014,0.783,"1,280,133,333",14093,Millenials
Antigua and Barbuda,2014,male,25-34 years,0,6928,0.0,Antigua and Barbuda2014,0.783,"1,280,133,333",14093,Millenials
Antigua and Barbuda,2014,male,5-14 years,0,8335,0.0,Antigua and Barbuda2014,0.783,"1,280,133,333",14093,Generation Z
Antigua and Barbuda,2014,male,55-74 years,0,5503,0.0,Antigua and Barbuda2014,0.783,"1,280,133,333",14093,Boomers
Antigua and Barbuda,2015,female,55-74 years,1,6403,15.62,Antigua and Barbuda2015,,"1,364,863,037",14853,Boomers
Antigua and Barbuda,2015,female,15-24 years,0,8561,0.0,Antigua and Barbuda2015,,"1,364,863,037",14853,Millenials
Antigua and Barbuda,2015,female,75+ years,0,1724,0.0,Antigua and Barbuda2015,,"1,364,863,037",14853,Silent
Antigua and Barbuda,2015,male,25-34 years,0,7059,0.0,Antigua and Barbuda2015,,"1,364,863,037",14853,Millenials
Antigua and Barbuda,2015,male,55-74 years,0,5784,0.0,Antigua and Barbuda2015,,"1,364,863,037",14853,Boomers
Antigua and Barbuda,2015,male,75+ years,0,1087,0.0,Antigua and Barbuda2015,,"1,364,863,037",14853,Silent
Argentina,1985,male,75+ years,202,363000,55.65,Argentina1985,0.694,"88,416,668,900",3264,G.I. Generation
Argentina,1985,male,25-34 years,177,2234200,7.92,Argentina1985,0.694,"88,416,668,900",3264,Boomers
Argentina,1985,male,15-24 years,156,2415200,6.46,Argentina1985,0.694,"88,416,668,900",3264,Generation X
Argentina,1985,female,15-24 years,69,2354200,2.93,Argentina1985,0.694,"88,416,668,900",3264,Generation X
Argentina,1985,male,5-14 years,16,3044200,0.53,Argentina1985,0.694,"88,416,668,900",3264,Generation X
Argentina,1986,male,75+ years,230,365000,63.01,Argentina1986,,"110,934,442,763",4072,G.I. Generation
Argentina,1986,male,35-54 years,478,3365200,14.2,Argentina1986,,"110,934,442,763",4072,Silent
Argentina,1986,male,25-34 years,209,2246900,9.3,Argentina1986,,"110,934,442,763",4072,Boomers
Argentina,1986,female,15-24 years,101,2367600,4.27,Argentina1986,,"110,934,442,763",4072,Generation X
Argentina,1986,female,5-14 years,7,2971900,0.24,Argentina1986,,"110,934,442,763",4072,Generation X
Argentina,1987,male,35-54 years,482,3409100,14.14,Argentina1987,,"111,106,191,358",4026,Silent
Argentina,1987,female,75+ years,57,547000,10.42,Argentina1987,,"111,106,191,358",4026,G.I. Generation
Argentina,1987,female,55-74 years,224,2347300,9.54,Argentina1987,,"111,106,191,358",4026,G.I. Generation
Argentina,1987,male,15-24 years,179,2460600,7.27,Argentina1987,,"111,106,191,358",4026,Generation X
Argentina,1987,female,25-34 years,89,2226200,4.0,Argentina1987,,"111,106,191,358",4026,Boomers
Argentina,1987,male,5-14 years,15,3101300,0.48,Argentina1987,,"111,106,191,358",4026,Generation X
Argentina,1987,female,5-14 years,14,3010700,0.47,Argentina1987,,"111,106,191,358",4026,Generation X
Argentina,1988,male,35-54 years,477,3503000,13.62,Argentina1988,,"126,206,817,196",4458,Silent
Argentina,1988,female,55-74 years,233,2412000,9.66,Argentina1988,,"126,206,817,196",4458,G.I. Generation
Argentina,1988,male,15-24 years,211,2524000,8.36,Argentina1988,,"126,206,817,196",4458,Generation X
Argentina,1988,female,35-54 years,198,3508000,5.64,Argentina1988,,"126,206,817,196",4458,Silent
Argentina,1988,female,15-24 years,101,2459000,4.11,Argentina1988,,"126,206,817,196",4458,Generation X
Argentina,1989,male,55-74 years,548,2105000,26.03,Argentina1989,,"76,636,898,036",2670,G.I. Generation
Argentina,1989,female,75+ years,65,622000,10.45,Argentina1989,,"76,636,898,036",2670,G.I. Generation
Argentina,1989,female,55-74 years,201,2446000,8.22,Argentina1989,,"76,636,898,036",2670,G.I. Generation
Argentina,1989,male,15-24 years,186,2575000,7.22,Argentina1989,,"76,636,898,036",2670,Generation X
Argentina,1989,female,15-24 years,80,2509000,3.19,Argentina1989,,"76,636,898,036",2670,Generation X
Argentina,1989,female,5-14 years,11,3149000,0.35,Argentina1989,,"76,636,898,036",2670,Generation X
Argentina,1990,male,75+ years,226,411100,54.97,Argentina1990,0.705,"141,352,368,715",4859,G.I. Generation
Argentina,1990,male,35-54 years,439,3619000,12.13,Argentina1990,0.705,"141,352,368,715",4859,Silent
Argentina,1990,male,25-34 years,182,2297000,7.92,Argentina1990,0.705,"141,352,368,715",4859,Boomers
Argentina,1990,female,55-74 years,190,2477000,7.67,Argentina1990,0.705,"141,352,368,715",4859,G.I. Generation
Argentina,1990,male,15-24 years,174,2635000,6.6,Argentina1990,0.705,"141,352,368,715",4859,Generation X
Argentina,1990,female,35-54 years,163,3622000,4.5,Argentina1990,0.705,"141,352,368,715",4859,Silent
Argentina,1990,female,15-24 years,91,2568000,3.54,Argentina1990,0.705,"141,352,368,715",4859,Generation X
Argentina,1990,male,5-14 years,22,3269000,0.67,Argentina1990,0.705,"141,352,368,715",4859,Generation X
Argentina,1990,female,5-14 years,14,3171000,0.44,Argentina1990,0.705,"141,352,368,715",4859,Generation X
Argentina,1991,male,75+ years,184,396000,46.46,Argentina1991,,"189,719,984,268",6404,G.I. Generation
Argentina,1991,male,55-74 years,449,2130000,21.08,Argentina1991,,"189,719,984,268",6404,Silent
Argentina,1991,female,55-74 years,169,2508000,6.74,Argentina1991,,"189,719,984,268",6404,Silent
Argentina,1991,male,15-24 years,179,2738000,6.54,Argentina1991,,"189,719,984,268",6404,Generation X
Argentina,1991,female,15-24 years,61,2689000,2.27,Argentina1991,,"189,719,984,268",6404,Generation X
Argentina,1991,male,5-14 years,28,3369000,0.83,Argentina1991,,"189,719,984,268",6404,Millenials
Argentina,1991,female,5-14 years,9,3277000,0.27,Argentina1991,,"189,719,984,268",6404,Millenials
Argentina,1992,male,35-54 years,488,3616600,13.49,Argentina1992,,"228,788,617,202",7615,Boomers
Argentina,1992,female,75+ years,46,678000,6.78,Argentina1992,,"228,788,617,202",7615,G.I. Generation
Argentina,1992,female,55-74 years,147,2538400,5.79,Argentina1992,,"228,788,617,202",7615,Silent
Argentina,1992,female,35-54 years,140,3755500,3.73,Argentina1992,,"228,788,617,202",7615,Boomers
Argentina,1992,female,15-24 years,79,2783500,2.84,Argentina1992,,"228,788,617,202",7615,Generation X
Argentina,1992,female,5-14 years,13,3276800,0.4,Argentina1992,,"228,788,617,202",7615,Millenials
Argentina,1993,male,75+ years,229,413600,55.37,Argentina1993,,"236,741,715,015",7768,G.I. Generation
Argentina,1993,male,35-54 years,495,3672300,13.48,Argentina1993,,"236,741,715,015",7768,Boomers
Argentina,1993,male,25-34 years,233,2336300,9.97,Argentina1993,,"236,741,715,015",7768,Boomers
Argentina,1993,male,15-24 years,235,2932300,8.01,Argentina1993,,"236,741,715,015",7768,Generation X
Argentina,1993,female,55-74 years,126,2568300,4.91,Argentina1993,,"236,741,715,015",7768,Silent
Argentina,1993,female,25-34 years,76,2347800,3.24,Argentina1993,,"236,741,715,015",7768,Boomers
Argentina,1993,female,5-14 years,16,3269800,0.49,Argentina1993,,"236,741,715,015",7768,Millenials
Argentina,1994,male,55-74 years,509,2192500,23.22,Argentina1994,,"257,440,000,000",8328,Silent
Argentina,1994,male,35-54 years,527,3729600,14.13,Argentina1994,,"257,440,000,000",8328,Boomers
Argentina,1994,male,25-34 years,226,2369000,9.54,Argentina1994,,"257,440,000,000",8328,Boomers
Argentina,1994,female,55-74 years,135,2597400,5.2,Argentina1994,,"257,440,000,000",8328,Silent
Argentina,1994,female,75+ years,34,719700,4.72,Argentina1994,,"257,440,000,000",8328,G.I. Generation
Argentina,1994,female,35-54 years,160,3885600,4.12,Argentina1994,,"257,440,000,000",8328,Boomers
Argentina,1994,male,5-14 years,27,3363000,0.8,Argentina1994,,"257,440,000,000",8328,Millenials
Argentina,1994,female,5-14 years,11,3262900,0.34,Argentina1994,,"257,440,000,000",8328,Millenials
Argentina,1995,male,75+ years,190,433800,43.8,Argentina1995,0.731,"258,031,750,000",8232,G.I. Generation
Argentina,1995,male,55-74 years,515,2214000,23.26,Argentina1995,0.731,"258,031,750,000",8232,Silent
Argentina,1995,male,35-54 years,485,3787800,12.8,Argentina1995,0.731,"258,031,750,000",8232,Boomers
Argentina,1995,male,25-34 years,218,2404900,9.06,Argentina1995,0.731,"258,031,750,000",8232,Generation X
Argentina,1995,female,55-74 years,134,2625900,5.1,Argentina1995,0.731,"258,031,750,000",8232,Silent
Argentina,1995,female,15-24 years,101,3053300,3.31,Argentina1995,0.731,"258,031,750,000",8232,Generation X
Argentina,1995,female,25-34 years,62,2396900,2.59,Argentina1995,0.731,"258,031,750,000",8232,Generation X
Argentina,1995,male,5-14 years,15,3363300,0.45,Argentina1995,0.731,"258,031,750,000",8232,Millenials
Argentina,1996,male,75+ years,189,445800,42.4,Argentina1996,,"272,149,750,000",8563,G.I. Generation
Argentina,1996,male,55-74 years,464,2235900,20.75,Argentina1996,,"272,149,750,000",8563,Silent
Argentina,1996,female,75+ years,59,766100,7.7,Argentina1996,,"272,149,750,000",8563,G.I. Generation
Argentina,1996,male,5-14 years,14,3370400,0.42,Argentina1996,,"272,149,750,000",8563,Millenials
Argentina,1996,female,5-14 years,9,3266800,0.28,Argentina1996,,"272,149,750,000",8563,Millenials
Argentina,1997,male,55-74 years,457,2252148,20.29,Argentina1997,,"292,859,000,000",9057,Silent
Argentina,1997,male,35-54 years,501,3934581,12.73,Argentina1997,,"292,859,000,000",9057,Boomers
Argentina,1997,male,15-24 years,260,3198193,8.13,Argentina1997,,"292,859,000,000",9057,Generation X
Argentina,1997,female,75+ years,47,854095,5.5,Argentina1997,,"292,859,000,000",9057,G.I. Generation
Argentina,1997,female,55-74 years,131,2668528,4.91,Argentina1997,,"292,859,000,000",9057,Silent
Argentina,1997,female,35-54 years,165,4083427,4.04,Argentina1997,,"292,859,000,000",9057,Boomers
Argentina,1997,female,5-14 years,11,3327355,0.33,Argentina1997,,"292,859,000,000",9057,Millenials
Argentina,1998,male,75+ years,201,504164,39.87,Argentina1998,,"298,948,250,000",9126,G.I. Generation
Argentina,1998,male,55-74 years,518,2274972,22.77,Argentina1998,,"298,948,250,000",9126,Silent
Argentina,1998,male,35-54 years,508,3990829,12.73,Argentina1998,,"298,948,250,000",9126,Boomers
Argentina,1998,male,15-24 years,327,3243944,10.08,Argentina1998,,"298,948,250,000",9126,Generation X
Argentina,1998,male,25-34 years,251,2497189,10.05,Argentina1998,,"298,948,250,000",9126,Generation X
Argentina,1998,female,75+ years,53,883724,6.0,Argentina1998,,"298,948,250,000",9126,G.I. Generation
Argentina,1998,female,35-54 years,147,4143203,3.55,Argentina1998,,"298,948,250,000",9126,Boomers
Argentina,1998,female,25-34 years,52,2512005,2.07,Argentina1998,,"298,948,250,000",9126,Generation X
Argentina,1998,female,5-14 years,20,3353473,0.6,Argentina1998,,"298,948,250,000",9126,Millenials
Argentina,1998,male,5-14 years,16,3456965,0.46,Argentina1998,,"298,948,250,000",9126,Millenials
Argentina,1999,male,15-24 years,355,3279728,10.82,Argentina1999,,"283,523,000,000",8546,Generation X
Argentina,1999,male,25-34 years,265,2543861,10.42,Argentina1999,,"283,523,000,000",8546,Generation X
Argentina,1999,female,75+ years,44,912898,4.82,Argentina1999,,"283,523,000,000",8546,G.I. Generation
Argentina,1999,female,25-34 years,50,2559176,1.95,Argentina1999,,"283,523,000,000",8546,Generation X
Argentina,1999,female,5-14 years,20,3377543,0.59,Argentina1999,,"283,523,000,000",8546,Millenials
Argentina,2000,male,55-74 years,602,2333377,25.8,Argentina2000,0.762,"284,203,750,000",8462,Silent
Argentina,2000,male,35-54 years,578,4096814,14.11,Argentina2000,0.762,"284,203,750,000",8462,Boomers
Argentina,2000,male,25-34 years,331,2602314,12.72,Argentina2000,0.762,"284,203,750,000",8462,Generation X
Argentina,2000,female,55-74 years,133,2760512,4.82,Argentina2000,0.762,"284,203,750,000",8462,Silent
Argentina,2000,female,75+ years,43,941957,4.56,Argentina2000,0.762,"284,203,750,000",8462,G.I. Generation
Argentina,2000,female,35-54 years,174,4253771,4.09,Argentina2000,0.762,"284,203,750,000",8462,Boomers
Argentina,2000,female,15-24 years,116,3249247,3.57,Argentina2000,0.762,"284,203,750,000",8462,Generation X
Argentina,2000,female,5-14 years,21,3396135,0.62,Argentina2000,0.762,"284,203,750,000",8462,Millenials
